Opportunity_ID,Target
10689,0.5885714285714285
10690,0.550952380952381
10691,0.6528229665071771
10692,0.6594047619047619
10693,0.5423684210526315
10694,0.7417315516210203
10695,0.5133650793650794
10696,0.6506071428571428
10697,0.6452361214908499
10698,0.5771428571428572
10699,0.5789293858388426
10700,0.5526031746031747
10701,0.5477301587301587
10702,0.4622857142857143
10703,0.5717946428571429
10704,0.6490476190476191
10705,0.7913833792739702
10706,0.5174761904761904
10707,0.5888095238095238
10708,0.40285714285714286
10709,0.8415120913870336
10710,0.6307142857142857
10711,0.48095238095238096
10712,0.6565238095238095
10713,0.6042857142857143
10714,0.5354761904761904
10715,0.8412587614207999
10716,0.621857142857143
10717,0.3838095238095238
10718,0.7794034100745375
10719,0.9214530473727953
10720,0.46990476190476194
10721,0.5652380952380952
10722,0.5976190476190476
10723,0.6104761904761904
10724,0.9323809523809525
10725,0.743968256915788
10726,0.49857142857142855
10727,0.4228571428571429
10728,0.54
10729,0.6421904761904762
10730,0.7727878787878788
10731,0.7684535178268576
10732,0.5732142857142857
10733,0.5917556390977443
10734,0.6252380952380953
10735,0.8268811689588116
10736,0.7580126993891664
10737,0.8365250638794891
10738,0.8148198679480305
10739,0.719276891066161
10740,0.5604761904761905
10741,0.8475221246000837
10742,0.7014779328990279
10743,0.35333333333333333
10744,0.6228571428571429
10745,0.6071428571428572
10746,0.45285714285714285
10747,0.5085714285714286
10748,0.6784221694720185
10749,0.7432373375696331
10750,0.6064166666666666
10751,0.24428571428571427
10752,0.41241956241956246
10753,0.42761904761904757
10754,0.530952380952381
10755,0.7579542858760127
10756,0.9091524379633542
10757,0.8584361972148554
10758,0.7375021400188397
10759,0.55
10760,0.14285714285714285
10761,0.8020856610340604
10762,0.7486439940173337
10763,0.6637395046973571
10764,0.6814965442461379
10765,0.31571428571428567
10766,0.7238095238095238
10767,0.682358276643991
10768,0.3838095238095238
10769,0.5473809523809523
10770,0.48142857142857143
10771,0.48642857142857143
10772,0.5611904761904762
10773,0.7789498784714731
10774,0.3955238095238096
10775,0.31347619047619046
10776,0.470061224489796
10777,0.623867825594336
10778,0.827705502754389
10779,0.7337090992530819
10780,0.8634240257839603
10781,0.824952380952381
10782,0.5448707482993198
10783,0.29380952380952385
10784,0.693529913493411
10785,0.32222943722943725
10786,0.46619047619047616
10787,0.7476064980745134
10788,0.4566666666666666
10789,0.4566666666666666
10790,0.24975289575289578
10791,0.7557380952380952
10792,0.4914285714285715
10793,0.8936666666666667
10794,0.8936666666666667
10795,0.6797822585318523
10796,0.6360031136857259
10797,0.5714293154761906
10798,0.5323214285714286
10799,0.5238654033041789
10800,0.5947761113508848
10801,0.34800000000000003
10802,0.5016428571428572
10803,0.0903888888888889
10804,0.8809720209977855
10805,0.03404761904761905
10806,0.9144964114275158
10807,0.3748005148005148
10808,0.6707619047619047
10809,0.7214957758952215
10810,0.16242857142857142
10811,0.6442332344177636
10812,0.5068571428571429
10813,0.2869047619047619
10814,0.23976190476190473
10815,0.8887723892939839
10816,0.6133333333333333
10817,0.10857142857142857
10818,0.5956541353383459
10819,0.5614285714285714
10820,0.607857142857143
10821,0.7117667499367312
10822,0.12555555555555556
10823,0.8342857142857143
10824,0.5142857142857143
10825,0.6471428571428571
10826,0.6736617322985532
10827,0.8110864551353414
10828,0.7338095238095239
10829,0.829302005563772
10830,0.7211511789181692
10831,0.8493394385257823
10832,0.5877619047619047
10833,0.40176190476190476
10834,0.5569047619047618
10835,0.5995724206349206
10836,0.833658464342675
10837,0.5642857142857143
10838,0.7650264297106403
10839,0.8173333333333334
10840,0.2066666666666667
10841,0.6925819156749708
10842,0.7475942028985508
10843,0.7594663217399634
10844,0.6285714285714286
10845,0.783779509268979
10846,0.35995238095238097
10847,0.43
10848,0.52
10849,0.6995238095238095
10850,0.6703571428571429
10851,0.30129931972789115
10852,0.647176988929504
10853,0.6303236213962977
10854,0.7415280241420895
10855,0.6827034632034632
10856,0.6223205294202273
10857,0.775347601100501
10858,0.6715880639003126
10859,0.31448979591836734
10860,0.2619047619047619
10861,0.15309523809523812
10862,0.45857142857142863
10863,0.3938095238095238
10864,0.8536846046382034
10865,0.8363478227792902
10866,0.11409523809523812
10867,0.11714285714285715
10868,0.6398982399903
10869,0.1643809523809524
10870,0.5423809523809523
10871,0.7324373658936975
10872,0.1761904761904762
10873,0.3295238095238095
10874,0.6882312925170068
10875,0.6933190950798924
10876,0.6901426916787334
10877,0.8635810946249383
10878,0.4516666666666666
10879,0.3243809523809523
10880,0.33201360544217684
10881,0.604593837535014
10882,0.34819047619047616
10883,0.6071428571428571
10884,0.6895238095238095
10885,0.66
10886,0.570857142857143
10887,0.5049659863945578
10888,0.7226547951222458
10889,0.6808270676691729
10890,0.7212262236936744
10891,0.6709756568002505
10892,0.6943861945790337
10893,0.43439197932598317
10894,0.475333432830462
10895,0.6818302556840392
10896,0.6773492063492063
10897,0.512142857142857
10898,0.02857142857142857
10899,0.3447619047619047
10900,0.8236976000165528
10901,0.8895752047021294
10902,0.53
10903,0.30861003861003866
10904,0.8658614718614719
10905,0.9084943310657596
10906,0.6924008475672878
10907,0.7175011368744766
10908,0.1411904761904762
10909,0.7499535808173453
10910,0.418095238095238
10911,0.6292173614018906
10912,0.7504160401002508
10913,0.46904761904761905
10914,0.6078154761904763
10915,0.4651680761259286
10916,0.7012981293556797
10917,0.3873809523809524
10918,0.5619047619047619
10919,0.05933333333333333
10920,0.7402380952380954
10921,0.8361169683025891
10922,0.8116666666666666
10923,0.7585714285714287
10924,0.6699761904761905
10925,0.8021547871945832
10926,0.584642857142857
10927,0.6473333333333333
10928,0.5794857142857143
10929,0.7742410714285715
10930,0.5647202719797596
10931,0.7468215339233039
10932,0.7902380952380953
10933,0.5909047619047619
10934,0.5957080200501254
10935,0.6627906826036866
10936,0.5514285714285714
10937,0.5864285714285714
10938,0.38047619047619047
10939,0.5852142857142857
10940,0.8762840136712499
10941,0.746882089255429
10942,0.47785714285714287
10943,0.7328571428571429
10944,0.25285714285714284
10945,0.25533333333333336
10946,0.884454480356053
10947,0.5863095238095237
10948,0.39646718146718146
10949,0.8366208645954032
10950,0.4828571428571429
10951,0.6370763968894009
10952,0.6773809523809524
10953,0.07152380952380953
10954,0.7045238095238096
