Opportunity_ID,Target
10689,0.6598874610714722
10690,0.6533790147216797
10691,0.7871211470431518
10692,0.7340057276889801
10693,0.7541972115903472
10694,0.7541972115903472
10695,0.6069371683596039
10696,0.6014911726810456
10697,0.5518210101575088
10698,0.639679468044281
10699,0.5190950678512574
10700,0.5291089438533783
10701,0.5291089438533783
10702,0.5032484564422608
10703,0.5291089438533783
10704,0.6098398232963562
10705,0.7033036040812684
10706,0.44581621350975037
10707,0.4887818122943115
10708,0.3758354649916077
10709,0.7833014443784332
10710,0.4003322764390945
10711,0.4003322764390945
10712,0.5019275875970841
10713,0.4003322764390945
10714,0.41309634672203066
10715,0.7643805403003693
10716,0.7773884238693237
10717,0.3316171874286652
10718,0.7941900809352875
10719,0.7377425754958343
10720,0.22340579846875191
10721,0.6731946894149781
10722,0.5899645704282379
10723,0.5948163480545043
10724,0.6132577067818451
10725,0.7583719511573792
10726,0.6757659350189209
10727,0.28923991967920304
10728,0.7676860712807465
10729,0.47839699229431154
10730,0.8168287143531799
10731,0.6650340243338775
10732,0.44034877330474853
10733,0.44034877330474853
10734,0.3307031874286652
10735,0.7377425754958343
10736,0.7650868603003693
10737,0.6345204432073211
10738,0.7645008872127532
10739,0.7567232571141815
10740,0.39770710643909457
10741,0.7396699371509552
10742,0.7874880362121581
10743,0.5353970580451965
10744,0.6187694672409058
10745,0.6187694672409058
10746,0.6291935745540619
10747,0.6291935745540619
10748,0.5719459516261673
10749,0.6370163882073212
10750,0.5565727429306031
10751,0.305338801772461
10752,0.305338801772461
10753,0.48153288484752654
10754,0.7533072066982269
10755,0.7377425754958343
10756,0.8109569867198945
10757,0.7951124027639007
10758,0.5187852975279236
10759,0.7404673980525207
10760,0.14091582820249557
10761,0.8199840210717011
10762,0.7833014443784332
10763,0.7749712647075653
10764,0.7011362779006958
10765,0.2451556532511711
10766,0.5504926163191985
10767,0.538163531155777
10768,0.22452866444511416
10769,0.42400339075668336
10770,0.34869346030044557
10771,0.6116466526797486
10772,0.6258395037384032
10773,0.7692041662162781
10774,0.11546035057039261
10775,0.09799085620913506
10776,0.26183537329919815
10777,0.6869434709892273
10778,0.806250489030838
10779,0.8589631593280792
10780,0.7993671591873168
10781,0.7148633017255401
10782,0.26822058089231493
10783,0.13653487532390596
10784,0.7756716587768555
10785,0.3208194361959458
10786,0.37901696643909455
10787,0.7469750498825073
10788,0.575025591802597
10789,0.3811047541263962
10790,0.32471126022357943
10791,0.8238253601348877
10792,0.3856284489604187
10793,0.6013545966064453
10794,0.6013545966064453
10795,0.7011362779006958
10796,0.6141327029952239
10797,0.5819603220157623
10798,0.6487968241188813
10799,0.6041006161212158
10800,0.5819603220157623
10801,0.23056056358657837
10802,0.4919876538707733
10803,0.09586078275134087
10804,0.9471978824314118
10805,0.05460374063436985
10806,0.7987099708232879
10807,0.3287383753004456
10808,0.3610897074085617
10809,0.7963728865272521
10810,0.10641908833436967
10811,0.7648998817121124
10812,0.6641845685945893
10813,0.17077069404420853
10814,0.1224459493561268
10815,0.809069689030838
10816,0.686399818918686
10817,0.11010449315141678
10818,0.6866426389186859
10819,0.6855854089186859
10820,0.61057896824646
10821,0.7590782203907014
10822,0.09004444304445267
10823,0.6715336143722535
10824,0.4028264374330521
10825,0.7051694590034485
10826,0.7111706610061646
10827,0.7922348395257568
10828,0.8309104247657776
10829,0.8730291140736389
10830,0.7208672756297303
