Opportunity_ID,Target
10689,0.64359146
10690,0.6361991
10691,0.78902334
10692,0.7132919
10693,0.78785837
10694,0.78785837
10695,0.64614993
10696,0.6542779
10697,0.60972834
10698,0.649543
10699,0.5788169
10700,0.62253875
10701,0.62253875
10702,0.5833273
10703,0.62253875
10704,0.6783356
10705,0.74102324
10706,0.4933769
10707,0.57246614
10708,0.39647958
10709,0.78785837
10710,0.4469888
10711,0.4469888
10712,0.5732669
10713,0.4469888
10714,0.4913608
10715,0.785452
10716,0.78888315
10717,0.3941079
10718,0.7853061
10719,0.76967824
10720,0.32602984
10721,0.679221
10722,0.68857247
10723,0.6793652
10724,0.69141096
10725,0.7853061
10726,0.7082218
10727,0.34728658
10728,0.78735656
10729,0.5516965
10730,0.8403357
10731,0.69675934
10732,0.5422011
10733,0.5422011
10734,0.3922799
10735,0.76967824
10736,0.78686464
10737,0.73710287
10738,0.78015125
10739,0.78532577
10740,0.44173846
10741,0.7840235
10742,0.7707759
10743,0.4930786
10744,0.6122607
10745,0.6122607
10746,0.6122607
10747,0.6122607
10748,0.68346447
10749,0.74209476
10750,0.6365899
10751,0.32865322
10752,0.32865322
10753,0.49353176
10754,0.6999841
10755,0.76967824
10756,0.7853061
10757,0.78785837
10758,0.60514903
10759,0.78096014
10760,0.15903752
10761,0.78735656
10762,0.78785837
10763,0.782549
10764,0.693822
10765,0.3041895
10766,0.67790604
10767,0.5642604
10768,0.3061059
10769,0.49884766
10770,0.3952685
10771,0.68997264
10772,0.6799565
10773,0.7772538
10774,0.13767065
10775,0.11760945
10776,0.32878816
10777,0.687922
10778,0.839422
10779,0.81193995
10780,0.80535525
10781,0.76466507
10782,0.33233723
10783,0.17614178
10784,0.7811197
10785,0.32661095
10786,0.40435818
10787,0.7478337
10788,0.6149
10789,0.45152593
10790,0.3203704
10791,0.8055501
10792,0.41982374
10793,0.65543365
10794,0.65543365
10795,0.693822
10796,0.65113634
10797,0.6279735
10798,0.65463006
10799,0.66098434
10800,0.6279735
10801,0.20904772
10802,0.5421104
10803,0.16166304
10804,0.9339143
10805,0.07320885
10806,0.813957
10807,0.35535833
10808,0.45712653
10809,0.7887839
10810,0.1295061
10811,0.76986957
10812,0.66694003
10813,0.1937662
10814,0.1517391
10815,0.8450604
10816,0.67445046
10817,0.14604923
10818,0.6749361
10819,0.67282164
10820,0.605966
10821,0.7695888
10822,0.11912381
10823,0.79662925
10824,0.4479581
10825,0.6951255
10826,0.7353904
10827,0.78785837
10828,0.7729009
10829,0.86765826
10830,0.75991094
10831,0.78747857
10832,0.46680167
10833,0.33046618
10834,0.45076588
10835,0.68145114
10836,0.84732693
10837,0.6088267
10838,0.8215535
10839,0.7288536
10840,0.31858164
10841,0.73766077
10842,0.7948596
10843,0.78191006
10844,0.7101523
10845,0.8078064
10846,0.32529485
10847,0.39287412
10848,0.7958518
10849,0.67237973
10850,0.69993067
10851,0.17177577
10852,0.7747178
10853,0.75128925
10854,0.78489447
10855,0.7326441
10856,0.67643666
10857,0.7615041
10858,0.78111243
10859,0.32261252
10860,0.14786674
10861,0.14537504
10862,0.38922113
10863,0.41986918
10864,0.7887206
10865,0.7619691
10866,0.09339964
10867,0.13827273
10868,0.7729044
10869,0.17554146
10870,0.6129593
10871,0.8129377
10872,0.11788758
10873,0.30224267
10874,0.5642604
10875,0.7834161
10876,0.833367
10877,0.78827965
10878,0.4978581
10879,0.17692888
10880,0.17461008
10881,0.7091177
10882,0.29476693
10883,0.56633866
10884,0.6064499
10885,0.78058726
10886,0.65837014
10887,0.35241318
10888,0.6678992
10889,0.7391896
10890,0.6678992
10891,0.681409
10892,0.7353488
10893,0.7695888
10894,0.711157
10895,0.76865345
10896,0.670637
10897,0.32016996
10898,0.07057435
10899,0.56087214
10900,0.78909653
10901,0.82953787
10902,0.41191489
10903,0.3217373
10904,0.8507684
10905,0.767749
10906,0.782549
10907,0.78785837
10908,0.14636618
10909,0.8215535
10910,0.50448966
10911,0.7706136
10912,0.7916392
10913,0.7143778
10914,0.8610173
10915,0.76967824
10916,0.76967824
10917,0.4162563
10918,0.76967824
10919,0.09339964
10920,0.6096585
10921,0.7879804
10922,0.5762414
10923,0.7362299
10924,0.7397356
10925,0.7823572
10926,0.76967824
10927,0.78096014
10928,0.7110035
10929,0.782549
10930,0.6810144
10931,0.78584
10932,0.78785837
10933,0.78735656
10934,0.7619885
10935,0.7673222
10936,0.6096841
10937,0.4513867
10938,0.30224267
10939,0.56579196
10940,0.81183577
10941,0.7687754
10942,0.61134183
10943,0.70494014
10944,0.1740796
10945,0.1740796
10946,0.8280807
10947,0.69070446
10948,0.37597173
10949,0.78481525
10950,0.6067236
10951,0.711619
10952,0.77148217
10953,0.09180458
10954,0.7684078
10955,0.31528768
10956,0.17459041
10957,0.31528768
10958,0.17459041
10959,0.17372397
10960,0.7706136
10961,0.7033988
10962,0.67926234
10963,0.40555617
10964,0.8367604
10965,0.09326192
10966,0.76681364
10967,0.83481437
10968,0.3899114
10969,0.8382687
10970,0.3265358
10971,0.704718
10972,0.15636243
10973,0.68431675
10974,0.38112488
10975,0.80767524
10976,0.792141
10977,0.6922386
10978,0.49576417
10979,0.7849372
10980,0.7092397
10981,0.67300534
10982,0.43635792
10983,0.43635792
10984,0.20955636
10985,0.32044855
10986,0.28381744
10987,0.37815037
10988,0.7397356
10989,0.118820414
10990,0.11848129
10991,0.08560368
10992,0.07095867
10993,0.7949272
10994,0.40196982
10995,0.3862092
10996,0.3974344
10997,0.15947431
10998,0.7898091
10999,0.83306885
11000,0.35404795
11001,0.40026113
11002,0.61434406
11003,0.7835738
11004,0.76967824
11005,0.15382898
11006,0.6716484
11007,0.7410118
11008,0.12122013
11009,0.83879906
11010,0.83879906
11011,0.7767535
11012,0.78449684
11013,0.1405659
11014,0.6840958
11015,0.44605514
11016,0.46539482
11017,0.67411935
11018,0.1740796
11019,0.7148047
11020,0.19941796
11021,0.7949808
11022,0.64592063
11023,0.84822917
11024,0.13475204
11025,0.69925165
11026,0.6990708
11027,0.69101053
11028,0.5466497
11029,0.7248156
11030,0.3795516
11031,0.82865685
11032,0.44838697
11033,0.77905154
11034,0.31188893
11035,0.08127439
11036,0.7853061
11037,0.7580104
11038,0.7596657
11039,0.7389442
11040,0.82061815
11041,0.6809641
11042,0.72225744
11043,0.7441088
11044,0.32298175
11045,0.16525818
11046,0.69204944
11047,0.78735656
11048,0.7727415
11049,0.18002993
11050,0.41982374
11051,0.7793671
11052,0.15357983
11053,0.3865754
11054,0.7450683
11055,0.31910852
11056,0.84732693
11057,0.5226161
11058,0.19945449
11059,0.66053873
11060,0.37676305
11061,0.15603952
11062,0.15947431
11063,0.3230084
11064,0.28823498
11065,0.78785837
11066,0.69947124
11067,0.4856017
11068,0.6992904
11069,0.5768506
11070,0.8548577
11071,0.79120046
11072,0.7793671
11073,0.7904899
11074,0.61025816
11075,0.4033539
11076,0.60923153
11077,0.8073832
11078,0.32218906
11079,0.48421547
11080,0.7043594
11081,0.78058726
11082,0.63530964
11083,0.2966246
11084,0.61008567
11085,0.7320378
11086,0.76877826
11087,0.8032795
11088,0.09975887
11089,0.6681787
11090,0.35810944
11091,0.5012876
11092,0.6545693
11093,0.6548199
11094,0.7773094
11095,0.61050344
11096,0.61050344
11097,0.11923315
11098,0.15446422
11099,0.4039029
11100,0.4883196
11101,0.45941535
11102,0.48244935
11103,0.3996276
11104,0.67411935
11105,0.46344087
11106,0.39344746
11107,0.6892414
11108,0.8171772
11109,0.7695888
11110,0.7998987
11222,0.7783196
11223,0.6752744
11224,0.6716554
11225,0.77844447
11226,0.76741326
11227,0.17517605
11228,0.67445046
11229,0.78735656
11230,0.583264
11231,0.7835738
11232,0.65397465
11233,0.7992558
11234,0.78785837
11235,0.4052082
11236,0.93688416
11237,0.094651334
11238,0.76967824
11239,0.76967824
11240,0.37745088
11241,0.7906785
11242,0.6097782
11243,0.15307273
11244,0.39943945
11245,0.79766774
11246,0.32271296
11247,0.1807563
11248,0.4888259
11249,0.773345
11250,0.11446025
11251,0.6097032
11252,0.7659759
11253,0.73408186
11254,0.64406943
11255,0.782549
11256,0.78888315
11257,0.24384181
11258,0.16675316
11259,0.7793671
11260,0.8154666
11261,0.41564554
11262,0.8428596
11263,0.6863171
11264,0.70219016
11265,0.7942931
11266,0.072433524
11267,0.69820756
11268,0.69025046
11269,0.1708718
11270,0.1748722
11271,0.117937684
11272,0.6864007
11273,0.8054795
11274,0.7749519
11275,0.81169987
11276,0.3190523
11277,0.66438735
11278,0.5175938
11279,0.17511833
11280,0.46274948
11281,0.6799085
11282,0.7447316
11283,0.07095867
11284,0.1678363
11285,0.4696197
11286,0.17003945
11287,0.78838134
11288,0.4329446
11289,0.39761144
11290,0.3780752
11291,0.17367922
11292,0.7793671
11293,0.693822
11294,0.55305415
11295,0.78902334
11296,0.5865511
11297,0.07213167
11298,0.39351523
11299,0.73372364
11300,0.48421547
11301,0.7862404
11302,0.48776755
11303,0.8450604
11304,0.78853434
11305,0.07095867
11306,0.13980073
11307,0.6693997
11308,0.76967824
11309,0.8089003
11310,0.6738852
11311,0.59806156
11312,0.32865322
11313,0.7092397
11314,0.39407814
11315,0.7078438
11316,0.85084504
11317,0.31345183
11318,0.67316353
11319,0.78324515
11320,0.79766774
11321,0.31105426
11322,0.71820956
11323,0.70909315
11324,0.6778982
11325,0.53844804
11326,0.6862525
11327,0.6843264
11328,0.75580317
11329,0.39161056
11330,0.7673222
11331,0.32702908
11332,0.78434384
11333,0.7726758
11334,0.7726758
11335,0.66263324
11336,0.3731754
11337,0.4459075
11338,0.3670906
11339,0.46616545
11340,0.17719732
11341,0.3248328
11342,0.7390953
11343,0.48608997
11344,0.27447915
11345,0.7893543
11346,0.07158807
11347,0.63389814
11348,0.7844272
11349,0.76865345
11350,0.36115873
11351,0.1295061
11352,0.8072928
11353,0.7501521
11354,0.15256667
11355,0.36676067
11356,0.32661095
11357,0.7338659
11358,0.8315133
11359,0.071783915
11360,0.29952157
11361,0.39071867
11362,0.39884678
11363,0.16218358
11364,0.07213167
11365,0.84034944
11366,0.74702215
11367,0.5531653
11368,0.77903795
11369,0.17719732
11370,0.79750335
11371,0.77571726
11372,0.6375042
11373,0.32478842
11374,0.1408154
11375,0.3627902
11376,0.2864998
11377,0.14008571
11378,0.17189352
11379,0.787271
11380,0.3125917
11381,0.6614245
11382,0.80722415
11383,0.7104283
11384,0.68105465
11385,0.072665244
11386,0.7959402
11387,0.17342028
11388,0.8393884
11389,0.2597248
11390,0.4049808
11391,0.4049808
11392,0.45006216
11393,0.6911914
11394,0.70408857
11395,0.39296868
11396,0.7806917
11397,0.3225686
11398,0.7354225
11399,0.7853061
11400,0.78267103
11401,0.73118067
11402,0.67403036
11403,0.16105656
11404,0.7703009
11405,0.7703009
11406,0.56955266
11407,0.4969829
11408,0.7112527
11409,0.33650374
11410,0.6661386
11411,0.70886856
11412,0.76967824
11413,0.78396565
11414,0.78735656
11415,0.1295061
11416,0.8373351
11417,0.76967824
11418,0.1295061
11419,0.8425852
11420,0.45642555
11421,0.7366929
11422,0.1432333
11423,0.7828534
11424,0.62271726
11425,0.6462932
11426,0.76932716
11427,0.7441757
11428,0.08890006
11429,0.118250996
11430,0.12652752
11431,0.3166296
11432,0.3166296
11433,0.487228
11434,0.4818424
11435,0.61050344
11436,0.17292847
11437,0.45892483
11438,0.4786567
11439,0.70550156
11440,0.79269695
11441,0.48626703
11442,0.38262993
11443,0.35830167
11444,0.17087846
11445,0.76967824
11446,0.78542805
11447,0.31521407
11448,0.44990537
11449,0.11864299
11450,0.6715565
11451,0.32237828
11452,0.45625803
11453,0.31572562
11454,0.5125807
11455,0.767627
11456,0.770181
11457,0.48544306
11458,0.23885885
11459,0.07208577
11460,0.071889915
11461,0.16444488
11462,0.18624967
11463,0.11823868
11464,0.18448338
11465,0.18448338
11466,0.20545666
11467,0.20545666
11468,0.18448338
11469,0.18437977
11470,0.28297347
11471,0.55329376
11472,0.67694074
11473,0.7853998
11474,0.78454924
11475,0.76967824
11476,0.7111255
11477,0.6391224
11478,0.81714356
11479,0.3922799
11480,0.09302935
11481,0.15896167
11482,0.142581
11483,0.78785837
11484,0.17461008
11485,0.08039724
11486,0.08039724
11487,0.074388415
11488,0.7844272
11489,0.73020816
11490,0.30473673
11491,0.19493921
11492,0.6657518
11493,0.5258642
11494,0.3169758
11495,0.23725891
11496,0.28297347
11497,0.5492113
11498,0.09339964
11499,0.39265877
11500,0.78470796
11501,0.70505583
11502,0.7813865
11503,0.6617657
11504,0.7204073
11505,0.7694315
11506,0.78510916
11507,0.41167963
11508,0.78973454
11509,0.63000244
11510,0.56651425
11511,0.6773441
11512,0.67788345
11513,0.80421364
11514,0.78735656
11515,0.11966127
11516,0.7724743
11517,0.48776755
11518,0.839422
11519,0.8384866
11520,0.7400324
11521,0.7263683
11522,0.76584613
11523,0.6563776
11524,0.7844272
11525,0.7844272
11526,0.7844272
11527,0.7844272
11528,0.78785837
11529,0.73777777
11530,0.36853516
11531,0.5365917
11532,0.767875
11533,0.39248037
11534,0.67565286
11535,0.49201155
11536,0.6053709
11537,0.5605357
11538,0.3813033
11539,0.46360856
11540,0.7403354
11541,0.08862658
11542,0.73777777
11543,0.76967824
11544,0.45394602
11545,0.34317127
11546,0.49640214
11547,0.32710752
11548,0.32710752
11549,0.32710752
11550,0.45322612
11551,0.78785837
11552,0.53892225
11553,0.1191478
